0.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 1.046917266845703125e+02 0.000000000000000000e+00 1.046917266845703125e+02 1.925659179687500000e-02 5.661010742187500000e-03 2.778625488281250000e-02 3.427738803741115642e-02 -1.273341369628906250e+01 -1.918391418457031250e+01 1.426660728454589844e+01 2.708686828613281250e+01
2.563476562500000000e-02 4.449920654296875000e-01 2.038101196289062500e+00 3.555297851562500000e-03 2.086117701557872461e+00 -9.747988128662109375e+01 4.121446990966796875e+01 -1.006073474884033203e+00 1.058393707275390625e+02 5.166625976562500000e-02 -1.475524902343750000e-02 -7.015991210937500000e-02 8.837156238919802176e-02 2.835663032531738281e+01 5.250904560089111328e+00 1.297231078147888184e+00 2.886786079406738281e+01
5.053710937500000000e-02 -1.732238769531250000e+00 1.972427368164062500e+00 -9.887695312500000000e-02 2.626955943522660597e+00 -6.247537231445312500e+01 -4.032183456420898438e+01 -4.765434265136718750e+00 7.450994873046875000e+01 2.193298339843750000e-01 2.042999267578125000e-01 -1.207275390625000000e-01 3.231395593810026390e-01 -5.706544876098632812e+01 2.475622749328613281e+01 2.176095199584960938e+01 6.590048980712890625e+01
7.543945312500000000e-02 -2.371963500976562500e+00 3.740844726562500000e-01 -1.543426513671875000e-01 2.406236001866514762e+00 1.434815216064453125e+01 -7.778723907470703125e+01 1.513537526130676270e+00 7.911393737792968750e+01 2.122192382812500000e-01 3.638153076171875000e-01 -3.431701660156250000e-02 4.225828212098720060e-01 -7.291606426239013672e+00 1.537976455688476562e+01 -8.594322204589843750e+00 1.906743431091308594e+01
1.003417968750000000e-01 -8.758087158203125000e-01 -1.253356933593750000e+00 -5.615234375000000000e-03 1.529044159124071545e+00 1.018759841918945312e+02 -3.719015121459960938e+01 8.976152420043945312e+00 1.088227691650390625e+02 -1.527252197265625000e-01 2.234191894531250000e-01 2.449188232421875000e-01 3.650018588100011896e-01 -2.461684048175811768e-01 -3.385326766967773438e+01 -5.139551639556884766e+00 3.424206924438476562e+01
1.252441406250000000e-01 1.654983520507812500e+00 -9.297180175781250000e-01 2.316131591796875000e-01 1.912325992310680123e+00 7.212963867187500000e+01 5.480624008178710938e+01 8.517756462097167969e+00 9.098879241943359375e+01 1.196289062500000000e-02 1.826477050781250000e-01 3.724670410156250000e-02 1.867902885292508919e-01 1.273401737213134766e+01 -1.043132495880126953e+01 -1.780077934265136719e+00 1.655706596374511719e+01
1.501464843750000000e-01 1.990814208984375000e+00 7.697753906250000000e-01 2.980957031250000000e-01 2.155169695158026588e+00 -4.516297912597656250e+01 6.446042633056640625e+01 -2.542067527770996094e+00 7.874835205078125000e+01 1.679992675781250000e-01 1.467742919921875000e-01 1.287689208984375000e-01 2.575808255401446090e-01 -2.375617980957031250e+01 -3.488066482543945312e+01 5.002518653869628906e+00 4.249755096435546875e+01
1.750488281250000000e-01 -6.394958496093750000e-02 1.519866943359375000e+00 9.794616699218750000e-02 1.524361678395815378e+00 -9.723971557617187500e+01 -1.674693489074707031e+01 -1.332156944274902344e+01 9.956649017333984375e+01 -2.836608886718750000e-02 -1.135711669921875000e-01 -3.945922851562500000e-02 1.235316788707934293e-01 -2.174221801757812500e+01 4.657904434204101562e+01 -6.820857524871826172e-01 5.140813827514648438e+01
2.006835937500000000e-01 -1.714355468750000000e+00 -6.744384765625000000e-03 -1.930847167968750000e-01 1.725207775260541920e+00 -1.828577804565429688e+01 -8.094451141357421875e+01 -6.306837558746337891e+00 8.322355651855468750e+01 -1.454162597656250000e-01 9.623718261718750000e-02 -1.333007812500000000e-01 2.194916449530094904e-01 -4.649795150756835938e+01 3.651907730102539062e+01 -3.531641244888305664e+00 5.922985076904296875e+01
2.255859375000000000e-01 -8.792724609375000000e-01 -1.580932617187500000e+00 -1.154479980468750000e-01 1.812676540617061516e+00 7.162739562988281250e+01 -2.775177383422851562e+01 1.174779415130615234e+01 7.770878601074218750e+01 -8.307342529296875000e-01 -1.593994140625000000e+00 -1.289825439453125000e-01 1.802102443253458031e+00 -5.795718765258789062e+01 2.317951812744140625e+02 1.225229873657226562e+02 2.685142822265625000e+02
2.504882812500000000e-01 1.010009765625000000e+00 -7.750091552734375000e-01 2.515411376953125000e-01 1.297702531926545388e+00 5.370794677734375000e+01 8.230706024169921875e+01 1.087693500518798828e+01 9.888024902343750000e+01 -7.434082031250000000e-02 -6.997680664062500000e-02 5.557250976562500000e-02 1.162394720996500347e-01 -5.954805850982666016e+00 1.233585262298583984e+01 1.024162292480468750e+00 1.373615264892578125e+01
2.753906250000000000e-01 1.041427612304687500e+00 1.231948852539062500e+00 3.096160888671875000e-01 1.642599028804159866e+00 -4.659009933471679688e+01 6.181482315063476562e+01 -5.764198780059814453e+00 7.762046051025390625e+01 -2.013702392578125000e-01 -8.743286132812500000e-02 2.114410400390625000e-01 3.047979526039704679e-01 5.796125888824462891e+00 7.951853275299072266e+00 1.992071723937988281e+01 2.221850585937500000e+01
