0.000000000000000000e+00 1.989669799804687500e+00 3.620910644531250000e-02 -4.928588867187500000e-03
2.636718750000000000e-02 3.773040771484375000e-01 2.185333251953125000e+00 -1.949005126953125000e-01
5.126953125000000000e-02 -2.032546997070312500e+00 2.319488525390625000e+00 3.149261474609375000e-01
7.617187500000000000e-02 -2.464385986328125000e+00 9.122314453125000000e-01 1.969299316406250000e-01
1.010742187500000000e-01 -1.492324829101562500e+00 -1.544555664062500000e+00 -1.717224121093750000e-01
1.259765625000000000e-01 1.420227050781250000e+00 -1.489700317382812500e+00 4.476928710937500000e-01
1.508789062500000000e-01 2.040145874023437500e+00 1.033477783203125000e-01 4.130554199218750000e-01
1.757812500000000000e-01 4.725341796875000000e-01 1.515319824218750000e+00 2.250061035156250000e-01
2.006835937500000000e-01 -1.549682617187500000e+00 1.056030273437500000e+00 1.137390136718750000e-01
2.255859375000000000e-01 -7.742614746093750000e-01 -1.271972656250000000e-01 -5.881652832031250000e-01
2.504882812500000000e-01 7.402191162109375000e-01 -2.032089233398437500e+00 3.828582763671875000e-01
2.753906250000000000e-01 1.908721923828125000e+00 -5.851593017578125000e-01 5.044555664062500000e-01
3.002929687500000000e-01 1.119995117187500000e-01 7.017364501953125000e-01 4.503479003906250000e-01
3.251953125000000000e-01 -1.562698364257812500e+00 1.246734619140625000e+00 -4.674682617187500000e-01
3.500976562500000000e-01 -2.241302490234375000e+00 1.537322998046875000e-01 -8.296356201171875000e-01
3.750000000000000000e-01 2.775573730468750000e-02 -8.328704833984375000e-01 -3.099822998046875000e-01
4.013671875000000000e-01 1.986816406250000000e+00 -7.515258789062500000e-01 4.497375488281250000e-01
4.262695312500000000e-01 1.780548095703125000e+00 1.065750122070312500e+00 4.685668945312500000e-01
4.511718750000000000e-01 -3.492431640625000000e-01 1.294601440429687500e+00 -1.426239013671875000e-01
4.760742187500000000e-01 -1.639862060546875000e+00 5.111541748046875000e-01 -1.053115844726562500e+00
5.009765625000000000e-01 -7.586364746093750000e-01 -8.798065185546875000e-01 -2.312622070312500000e-01
5.258789062500000000e-01 1.654876708984375000e+00 -1.480957031250000000e+00 5.215911865234375000e-01
5.507812500000000000e-01 2.415405273437500000e+00 -1.699829101562500000e-02 8.195495605468750000e-01
5.756835937500000000e-01 5.926818847656250000e-01 1.466751098632812500e+00 5.267944335937500000e-01
6.005859375000000000e-01 -1.764526367187500000e+00 6.774597167968750000e-01 -5.456542968750000000e-01
6.254882812500000000e-01 -1.827133178710937500e+00 2.165222167968750000e-02 -7.828521728515625000e-01
6.503906250000000000e-01 3.272094726562500000e-01 -9.287109375000000000e-01 -9.312438964843750000e-02
6.752929687500000000e-01 2.362136840820312500e+00 -6.015167236328125000e-01 1.387603759765625000e+00
7.001953125000000000e-01 1.856597900390625000e+00 9.231567382812500000e-03 5.642395019531250000e-01
7.250976562500000000e-01 -3.828277587890625000e-01 5.489654541015625000e-01 1.940917968750000000e-02
7.500000000000000000e-01 -2.187088012695312500e+00 2.107391357421875000e-01 -5.194549560546875000e-01
7.763671875000000000e-01 -1.086257934570312500e+00 -9.563293457031250000e-01 -1.163635253906250000e-01
8.012695312500000000e-01 1.288238525390625000e+00 -5.818939208984375000e-01 3.958435058593750000e-01
8.261718750000000000e-01 2.592727661132812500e+00 5.030822753906250000e-02 5.809936523437500000e-01
8.510742187500000000e-01 2.248229980468750000e-01 4.407958984375000000e-01 2.259063720703125000e-01
8.759765625000000000e-01 -1.309036254882812500e+00 -9.887695312500000000e-02 -6.808166503906250000e-01
9.008789062500000000e-01 -1.293441772460937500e+00 -1.888885498046875000e-01 -3.777160644531250000e-01
9.257812500000000000e-01 5.135192871093750000e-01 2.382965087890625000e-01 -4.699707031250000000e-02
9.506835937500000000e-01 1.982666015625000000e+00 -2.241516113281250000e-02 8.994598388671875000e-01
9.755859375000000000e-01 3.848419189453125000e-01 1.887664794921875000e-01 -6.632995605468750000e-02
1.000488281250000000e+00 -9.515380859375000000e-01 -1.967468261718750000e-01 -1.582336425781250000e-02
1.025390625000000000e+00 -1.492263793945312500e+00 -1.501312255859375000e-01 -4.963226318359375000e-01
1.050292968750000000e+00 1.031494140625000000e-01 6.136932373046875000e-01 2.681121826171875000e-01
1.075195312500000000e+00 1.440078735351562500e+00 7.028198242187500000e-02 8.119659423828125000e-01
1.100097656250000000e+00 1.022338867187500000e-02 -2.258911132812500000e-01 -4.260253906250000000e-01
1.125000000000000000e+00 -1.391189575195312500e+00 6.866455078125000000e-04 -2.155914306640625000e-01
1.151367187500000000e+00 -8.713378906250000000e-01 4.380645751953125000e-01 -4.608764648437500000e-01
1.176269531250000000e+00 7.891082763671875000e-01 5.606842041015625000e-01 5.569763183593750000e-01
1.201171875000000000e+00 1.427902221679687500e+00 -1.615600585937500000e-01 4.436645507812500000e-01
1.226074218750000000e+00 2.380371093750000000e-03 1.910400390625000000e-02 -1.105499267578125000e-01
1.250976562500000000e+00 -6.291656494140625000e-01 1.840362548828125000e-01 -4.090270996093750000e-01
1.275878906250000000e+00 -6.503601074218750000e-01 2.730255126953125000e-01 -2.009735107421875000e-01
1.300781250000000000e+00 7.020721435546875000e-01 -2.053833007812500000e-02 -2.785186767578125000e-01
1.325683593750000000e+00 7.338867187500000000e-01 -6.648406982421875000e-01 5.276489257812500000e-01
1.350585937500000000e+00 -4.451446533203125000e-01 -7.478179931640625000e-01 -3.993835449218750000e-01
1.375488281250000000e+00 -8.145751953125000000e-01 7.938537597656250000e-01 -6.330871582031250000e-02
1.400390625000000000e+00 3.570556640625000000e-03 5.850677490234375000e-01 -3.124694824218750000e-01
1.425292968750000000e+00 8.995666503906250000e-01 5.088348388671875000e-01 -4.656677246093750000e-01
1.450195312500000000e+00 3.203430175781250000e-01 -5.492858886718750000e-01 1.084594726562500000e-01
1.475097656250000000e+00 -4.271545410156250000e-01 -2.526092529296875000e-01 4.989776611328125000e-01
1.500000000000000000e+00 -7.296752929687500000e-01 7.644195556640625000e-01 -7.217407226562500000e-03
1.526367187500000000e+00 2.512664794921875000e-01 7.592468261718750000e-01 -4.618377685546875000e-01
1.551269531250000000e+00 5.215606689453125000e-01 -2.469787597656250000e-01 -5.148162841796875000e-01
1.576171875000000000e+00 -8.569335937500000000e-02 -3.006439208984375000e-01 1.746673583984375000e-01
1.601074218750000000e+00 -5.862121582031250000e-01 -1.997985839843750000e-01 5.640869140625000000e-01
1.625976562500000000e+00 -1.004028320312500000e-01 4.676208496093750000e-01 2.051239013671875000e-01
1.650878906250000000e+00 3.751068115234375000e-01 5.325317382812500000e-01 -4.559783935546875000e-01
1.675781250000000000e+00 3.290710449218750000e-01 -2.407836914062500000e-02 -1.708221435546875000e-01
1.700683593750000000e+00 -1.995697021484375000e-01 1.838531494140625000e-01 -1.274108886718750000e-02
1.725585937500000000e+00 -6.001739501953125000e-01 -5.174865722656250000e-01 6.339874267578125000e-01
1.750488281250000000e+00 3.614807128906250000e-02 6.774902343750000000e-03 -8.261108398437500000e-02
1.775390625000000000e+00 1.996002197265625000e-01 2.333526611328125000e-01 -6.548461914062500000e-01
1.800292968750000000e+00 2.578582763671875000e-01 6.982421875000000000e-02 -1.838989257812500000e-01
1.825195312500000000e+00 -4.077148437500000000e-01 -4.275665283203125000e-01 4.334259033203125000e-01
1.850097656250000000e+00 -2.786407470703125000e-01 -4.046173095703125000e-01 2.390441894531250000e-01
1.875000000000000000e+00 2.798309326171875000e-01 9.502563476562500000e-01 1.234436035156250000e-02
1.901367187500000000e+00 2.638549804687500000e-01 2.297821044921875000e-01 -3.630065917968750000e-01
