7.334449722966951413e-02 -4.417896749572491899e-03 6.740210087289710827e-02
-6.113843196678203640e-02 -5.213268169077878156e-02 8.923346374032803396e-02
-5.812934685422987968e-02 -2.361873592477081729e-02 6.469521306644310243e-02
2.561425807130035537e-03 -6.302580180204131466e-03 4.008352525730174420e-02
-1.504466478714334698e-01 1.059838548607672237e-02 1.382540303887651589e-01
-1.263982034182902225e-01 7.002072207319542940e-02 2.026146203823202541e-01
-1.506551451893187732e-01 -3.261167793476715815e-02 1.432054140619243299e-01
-1.886324387295132965e-01 -6.463454727074235961e-02 1.429778882774428439e-01
-1.025742964358187237e-01 -5.925634714282068671e-02 -3.578593261960349992e-02
-2.504435435483287620e-02 -4.760071015206790435e-02 -4.077487309777438895e-02
-8.558079184575717591e-02 -1.226083540865658961e-01 2.164427562115633918e-02
-1.215480452463282290e-01 -3.187535068158808826e-02 -3.583305342590392684e-02
-2.200069830158497552e-01 2.016937331447365978e-02 -2.037838737408037559e-03
-2.725719446189884820e-01 -1.406954495024876906e-01 3.946488650311152924e-02
-3.293801519811836442e-01 -8.384902074331535005e-02 5.531317601483465296e-02
-3.190744551049817801e-01 8.428790270983199662e-03 7.187824694210576126e-02
-2.631763791682431020e-01 1.250566854236012659e-01 1.063929099167921777e-01
-1.276407012418303566e-01 2.142758977679761756e-01 2.799172877689102279e-01
-1.228311026803226014e-01 2.399754892674650364e-01 2.806053602380700340e-01
-1.520154548964569585e-01 2.720774423490581739e-01 2.724205182373680145e-01
-2.040197633797617982e-01 3.182599782614374817e-01 3.087981863978370711e-01
-2.201633885220815046e-01 3.560985186644813894e-01 3.670369147908445484e-01
-3.256205113013095342e-01 3.362594274358343682e-01 4.319397420300674639e-01
-3.882195766697122963e-01 3.074324707491484787e-01 4.458517896904368172e-01
-3.254120768764892091e-01 1.916077611760158561e-01 4.548715062159089939e-01
-2.629913033379693843e-01 2.083830323736322043e-01 4.132149647745961829e-01
-2.643777061324783517e-01 2.777582010871242346e-01 4.089083188298161531e-01
-3.351441524599465538e-01 2.879595454270145183e-01 5.183183756730045388e-01
-3.693665372003920311e-01 3.340872871923465937e-01 6.069393246671666020e-01
-2.613854882746124986e-01 4.760558230591982465e-01 6.129289668445494499e-01
-1.208513102446033827e-01 3.735862000556551266e-01 6.487163394934327698e-01
-3.899296885356307030e-02 3.068646220312984951e-01 6.819053188086172668e-01
-5.235444065220917764e-02 3.831840742958263490e-01 6.889481312885834541e-01
9.679903481318774539e-02 4.664994828146404870e-01 7.102279750932325442e-01
1.706830069440457009e-01 4.686757806575485574e-01 7.304009225666447946e-01
1.839446540078881753e-01 5.134478142415730417e-01 6.700373013584339787e-01
2.144851717353901677e-01 5.381641249027495633e-01 5.303757480847934858e-01
2.929190633021505619e-01 4.758775085934132676e-01 4.364249958186690037e-01
2.444725602887274363e-01 4.050355239835994325e-01 5.266783078991750244e-01
2.839177002684039053e-01 2.980363758010469155e-01 5.729461268654461037e-01
3.092616486234192053e-01 3.088772172814344685e-01 6.266678623204597898e-01
2.807281838261701523e-01 2.430141954445446117e-01 6.144613078363931891e-01
2.057543994046113767e-01 1.981426718169814194e-01 5.364503725772351572e-01
1.746157393596661223e-01 1.385196979104534876e-01 5.450286096023546634e-01
2.068312376380276874e-01 9.400164550126532959e-02 6.221515465173013126e-01
1.661449178427574225e-01 1.657061044390104598e-01 6.026902617385019312e-01
2.155724507778131738e-01 2.463930310480577646e-01 5.709397325918530441e-01
3.591995537020977736e-01 4.325341144869696564e-01 7.178368237536005836e-01
