0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00 6.359997558593750000e+01 0.000000000000000000e+00 0.000000000000000000e+00 6.359997558593750000e+01 -5.673217773437500000e-02 -1.463012695312500000e-01 -6.573486328125000000e-02 1.701284035884214341e-01 4.406077575683593750e+01 -1.133884353637695312e+02 -3.684986114501953125e+01 1.271070480346679688e+02 1.000000014901161194e-01 9.999999747378751636e-05 2.170343650504946709e-03 5.178623199462890625e-01 -1.102130301296710968e-02 8.553929924964904785e-01
1.464843750000000000e-02 3.980712890625000000e-01 5.489410400390625000e+00 -1.026504516601562500e+00 5.598731893714508523e+00 2.255196952819824219e+01 6.761709690093994141e+00 -6.173961639404296875e+01 6.607641601562500000e+01 -2.289276123046875000e-01 -1.446838378906250000e-01 5.010986328125000000e-02 2.754128955229793174e-01 -1.646048583984375000e+02 1.351365509033203125e+02 -4.691557407379150391e+00 2.130226745605468750e+02 1.776769459247589111e-01 1.024167358991689980e-04 2.621602334329509176e-06 2.300295680761337280e-01 -9.729099273681640625e-01 -2.308050915598869324e-02
2.441406250000000000e-02 6.115112304687500000e-01 5.351654052734375000e+00 -1.484893798828125000e+00 5.587401603512663684e+00 1.842916488647460938e+01 -3.134642601013183594e+01 -3.741547393798828125e+01 5.217423248291015625e+01 -1.465606689453125000e-01 -2.003784179687500000e-01 -3.727722167968750000e-02 2.510400990390043718e-01 -7.914730834960937500e+01 -2.535022926330566406e+01 -1.532894134521484375e+02 1.743690795898437500e+02 1.776769459247589111e-01 1.024257580866105855e-04 3.624329565354855731e-07 2.301663011312484741e-01 -9.728785157203674316e-01 -2.304077707231044769e-02
3.417968750000000000e-02 7.910308837890625000e-01 4.904510498046875000e+00 -1.710266113281250000e+00 5.254042563854833148e+00 1.517226886749267578e+01 -5.864812469482421875e+01 -1.186837005615234375e+01 6.173052978515625000e+01 9.635925292968750000e-02 -4.825286865234375000e-01 1.279144287109375000e-01 5.084104051016725689e-01 1.425700187683105469e+01 -3.114650535583496094e+01 -1.725961303710937500e+02 1.759624633789062500e+02 1.776769459247589111e-01 1.024331140797585249e-04 8.247304208452987950e-07 2.301663011312484741e-01 -9.728785157203674316e-01 -2.304077707231044769e-02
4.394531250000000000e-02 8.984375000000000000e-01 4.201461791992187500e+00 -1.697113037109375000e+00 4.619487394906826694e+00 6.450363636016845703e+00 -8.283345031738281250e+01 1.574238681793212891e+01 8.456246185302734375e+01 -4.223632812500000000e-02 -3.081665039062500000e-01 -1.246490478515625000e-01 3.350938475615220513e-01 4.340711975097656250e+01 -1.116308975219726562e+01 -7.247506713867187500e+01 8.521401214599609375e+01 1.776769459247589111e-01 1.024395241984166205e-04 9.928218105414998718e-07 2.301663011312484741e-01 -9.728785157203674316e-01 -2.304077707231044769e-02
5.371093750000000000e-02 9.141693115234375000e-01 3.303253173828125000e+00 -1.421371459960937500e+00 3.710456021532704263e+00 -4.066429615020751953e+00 -9.516544342041015625e+01 3.899424743652343750e+01 1.029249725341796875e+02 -5.130767822265625000e-01 -4.635925292968750000e-01 8.065795898437500000e-02 6.961835419107251788e-01 4.791258239746093750e+01 -4.868965530395507812e+01 -1.117901840209960938e+02 1.310089416503906250e+02 1.776769459247589111e-01 1.024480880005285144e-04 1.204014665745489765e-06 2.301663011312484741e-01 -9.728785157203674316e-01 -2.304077707231044769e-02
6.347656250000000000e-02 8.153686523437500000e-01 2.348815917968750000e+00 -9.652252197265625000e-01 2.667099919486414006e+00 -1.240680217742919922e+01 -9.448847198486328125e+01 4.478604888916015625e+01 1.052985763549804688e+02 -1.630706787109375000e-01 -5.070343017578125000e-01 1.745300292968750000e-01 5.604788671668596844e-01 -1.193564295768737793e+00 -3.066868286132812500e+02 2.034658660888671875e+02 3.680442810058593750e+02 1.779627352952957153e-01 1.024673983920365572e-04 1.773333565324719530e-06 2.356241792440414429e-01 -9.715496301651000977e-01 -2.392707206308841705e-02
7.324218750000000000e-02 7.530364990234375000e-01 1.590881347656250000e+00 -7.130432128906250000e-01 1.899051883080456360e+00 -1.196440458297729492e+00 -6.468292236328125000e+01 1.318630886077880859e+01 6.602416992187500000e+01 1.463470458984375000e-01 -5.635375976562500000e-01 1.722259521484375000e-01 6.071687248276320670e-01 -8.436154937744140625e+01 -1.023573379516601562e+02 1.158894653320312500e+02 1.761370544433593750e+02 1.788231283426284790e-01 1.024992307065986097e-04 6.050334832252701744e-06 2.583701312541961670e-01 -9.659049510955810547e-01 -1.650890335440635681e-02
8.300781250000000000e-02 7.277984619140625000e-01 9.081268310546875000e-01 -5.296173095703125000e-01 1.278624040538265616e+00 -5.147401809692382812e+00 -7.477880096435546875e+01 2.585986900329589844e+01 7.929122161865234375e+01 -5.424499511718750000e-02 -3.618316650390625000e-01 1.865081787109375000e-01 4.106701523683879973e-01 9.162896728515625000e+01 2.631651687622070312e+01 5.488750076293945312e+01 1.100048370361328125e+02 1.799972206354141235e-01 1.025373931042850018e-04 2.638833620949299075e-06 2.899497747421264648e-01 -9.567927718162536621e-01 -2.183338627219200134e-02
9.277343750000000000e-02 6.503906250000000000e-01 2.437591552734375000e-01 -3.151397705078125000e-01 7.627185364361005471e-01 -6.428454399108886719e+00 -5.902008819580078125e+01 1.860463142395019531e+01 6.221598052978515625e+01 2.914428710937500000e-02 -2.151489257812500000e-02 1.603851318359375000e-01 1.644252735676391963e-01 -4.162102127075195312e+01 9.495426177978515625e+00 -8.280676269531250000e+01 9.316347503662109375e+01 1.815108209848403931e-01 1.025868623401038349e-04 5.551203685172367841e-06 3.359355330467224121e-01 -9.416584968566894531e-01 -2.065326459705829620e-02
1.025390625000000000e-01 5.718078613281250000e-01 -3.015441894531250000e-01 -1.393432617187500000e-01 6.612939384691246536e-01 -1.093242931365966797e+01 -5.001178359985351562e+01 1.779818344116210938e+01 5.419844818115234375e+01 -2.737274169921875000e-01 -2.900390625000000000e-01 9.138488769531250000e-02 4.091461282820340606e-01 6.392796707153320312e+01 -3.675875091552734375e+01 9.428389739990234375e+01 1.196972961425781250e+02 1.833595931529998779e-01 1.026470781653188169e-04 9.740954737935680896e-06 3.610600829124450684e-01 -9.290339946746826172e-01 -8.081733435392379761e-02
1.123046875000000000e-01 4.943542480468750000e-01 -7.690124511718750000e-01 4.425048828125000000e-04 9.142026407913826924e-01 -1.097268199920654297e+01 -3.962034606933593750e+01 1.277298069000244141e+01 4.305021286010742188e+01 -1.583099365234375000e-01 6.860351562500000000e-02 8.940124511718750000e-02 1.943220548127974900e-01 -1.379484100341796875e+02 1.727292823791503906e+01 -2.388652954101562500e+02 2.763778991699218750e+02 1.853953152894973755e-01 1.027138496283441782e-04 9.878967830445617437e-06 3.624351620674133301e-01 -9.189062714576721191e-01 -1.557304561138153076e-01
1.220703125000000000e-01 4.025726318359375000e-01 -1.168701171875000000e+00 1.212310791015625000e-01 1.242024205716394603e+00 -8.703360557556152344e+00 -3.623492431640625000e+01 1.269509601593017578e+01 3.936856460571289062e+01 -4.164581298828125000e-01 1.118469238281250000e-01 2.813568115234375000e-01 5.148871368619913902e-01 1.201204299926757812e+02 -1.020664596557617188e+01 -2.215146942138671875e+02 2.521940765380859375e+02 1.877562105655670166e-01 1.027911494020372629e-04 3.807072516792686656e-06 3.568795621395111084e-01 -9.047442674636840820e-01 -2.325398325920104980e-01
1.318359375000000000e-01 3.233489990234375000e-01 -1.509872436523437500e+00 2.251434326171875000e-01 1.560435488891908973e+00 -9.127612113952636719e+00 -2.857110023498535156e+01 6.299122810363769531e+00 3.064800071716308594e+01 -5.298614501953125000e-01 3.234252929687500000e-01 2.312469482421875000e-01 6.624441316868361351e-01 -7.652776336669921875e+01 -2.068474388122558594e+01 5.445637893676757812e+01 9.617616271972656250e+01 1.898144334554672241e-01 1.028588740155100822e-04 1.247377531399251893e-05 3.531567454338073730e-01 -8.872982263565063477e-01 -2.966178059577941895e-01
1.416015625000000000e-01 2.467041015625000000e-01 -1.792358398437500000e+00 2.872772216796875000e-01 1.831922417645791112e+00 -9.967916488647460938e+00 -2.259184074401855469e+01 5.864151000976562500e+00 2.537989044189453125e+01 1.622161865234375000e-01 2.474822998046875000e-01 2.878875732421875000e-01 4.128448070572037221e-01 1.421199188232421875e+02 -2.685005798339843750e+02 2.183654327392578125e+02 3.741311035156250000e+02 1.915718317031860352e-01 1.029179329634644091e-04 1.042590156430378556e-05 3.544713854789733887e-01 -8.659997582435607910e-01 -3.526960313320159912e-01
1.513671875000000000e-01 1.416931152343750000e-01 -2.019393920898437500e+00 3.335876464843750000e-01 2.051660172775543245e+00 -1.148034954071044922e+01 -1.816180801391601562e+01 2.401822805404663086e+00 2.161986160278320312e+01 -2.957458496093750000e-01 2.502593994140625000e-01 4.017639160156250000e-02 3.894990590468485614e-01 7.954481506347656250e+01 7.145734405517578125e+01 -2.756292419433593750e+02 2.956433715820312500e+02 1.932150274515151978e-01 1.029722043313086033e-04 6.214026598172495142e-06 3.438937962055206299e-01 -8.499169945716857910e-01 -3.992219269275665283e-01
