0.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 1.046917266845703125e+02 0.000000000000000000e+00 1.046917266845703125e+02 1.925659179687500000e-02 5.661010742187500000e-03 2.778625488281250000e-02 3.427738803741115642e-02 -1.273341369628906250e+01 -1.918391418457031250e+01 1.426660728454589844e+01 2.708686828613281250e+01
5.859375000000000000e-03 1.938415527343750000e+00 5.111389160156250000e-01 1.930236816406250000e-02 2.004766901544845048e+00 -8.585091590881347656e+00 7.142124176025390625e+01 5.353450298309326172e+00 7.213430023193359375e+01 -4.687500000000000000e-02 -2.261352539062500000e-02 4.043579101562500000e-02 6.590667910501743498e-02 3.807780075073242188e+01 -3.184863090515136719e+01 -1.845999450683593750e+02 1.911580352783203125e+02
1.171875000000000000e-02 1.898727416992187500e+00 8.670959472656250000e-01 4.438781738281250000e-02 2.087819787274348471e+00 -8.316577911376953125e+00 4.879155349731445312e+01 2.473792791366577148e+00 4.955704498291015625e+01 -1.213531494140625000e-01 -1.153564453125000000e-01 2.120971679687500000e-02 1.687706977957110499e-01 -3.801054716110229492e+00 -2.164293289184570312e+01 -2.696402549743652344e+00 2.213899612426757812e+01
1.562500000000000000e-02 1.876358032226562500e+00 1.042205810546875000e+00 5.093383789062500000e-02 2.146976169518673316e+00 3.865094423294067383e+00 4.387915802001953125e+01 1.219003200531005859e+00 4.406592178344726562e+01 -1.262207031250000000e-01 -1.122741699218750000e-01 2.633666992187500000e-02 1.709701006363078812e-01 -6.030673503875732422e+00 1.230206775665283203e+01 -1.484154701232910156e+01 2.019854927062988281e+01
2.148437500000000000e-02 1.944671630859375000e+00 1.290328979492187500e+00 5.778503417968750000e-02 2.334531160075135503e+00 1.904713058471679688e+01 4.147874832153320312e+01 1.032955646514892578e+00 4.565464401245117188e+01 1.124877929687500000e-01 -9.048461914062500000e-02 -2.841186523437500000e-02 1.471332863566249816e-01 4.437379074096679688e+01 -1.913415985107421875e+02 -8.584399223327636719e+00 1.966070556640625000e+02
2.539062500000000000e-02 2.024169921875000000e+00 1.445114135742187500e+00 6.285095214843750000e-02 2.487884438660947772e+00 2.191699218750000000e+01 3.908611297607421875e+01 1.298119783401489258e+00 4.483039093017578125e+01 2.847290039062500000e-02 -5.795288085937500000e-02 -6.541442871093750000e-02 9.191457958416439367e-02 -3.459319305419921875e+01 3.070014572143554688e+01 -1.133418750762939453e+01 4.761986923217773438e+01
3.125000000000000000e-02 2.155288696289062500e+00 1.657836914062500000e+00 7.461547851562500000e-02 2.720158096069747788e+00 2.394294548034667969e+01 3.385519027709960938e+01 2.275628566741943359e+00 4.152850723266601562e+01 1.475067138671875000e-01 -7.469177246093750000e-02 -5.444335937500000000e-02 1.740723151144034919e-01 1.392301464080810547e+01 3.583861923217773438e+01 -4.284869003295898438e+01 5.756967163085937500e+01
3.515625000000000000e-02 2.244461059570312500e+00 1.783355712890625000e+00 7.945251464843750000e-02 2.867799809734124405e+00 2.263429832458496094e+01 3.052109909057617188e+01 7.325661182403564453e-02 3.799808120727539062e+01 8.732604980468750000e-02 3.854370117187500000e-02 -2.633666992187500000e-02 9.902058400702025420e-02 -1.536968111991882324e+00 -1.190648174285888672e+01 -6.508457660675048828e+00 1.365600967407226562e+01
4.101562500000000000e-02 2.366256713867187500e+00 1.942611694335937500e+00 7.843017578125000000e-02 3.062525481259765758e+00 1.924551010131835938e+01 2.438340950012207031e+01 -9.854137897491455078e-01 3.107911491394042969e+01 9.934997558593750000e-02 1.144104003906250000e-01 -1.716613769531250000e-02 1.524953561582907124e-01 6.504780769348144531e+00 1.560021018981933594e+01 -4.131903648376464844e+00 1.739975166320800781e+01
4.687500000000000000e-02 2.401123046875000000e+00 2.017105102539062500e+00 6.224060058593750000e-02 3.136555239954288421e+00 -4.309391021728515625e+00 3.015460968017578125e+00 -4.835938453674316406e+00 7.144938945770263672e+00 2.262878417968750000e-01 1.280517578125000000e-01 -9.153747558593750000e-02 2.756493233450878488e-01 9.756161689758300781e+00 9.497815132141113281e+00 4.828040122985839844e+00 1.444649314880371094e+01
5.078125000000000000e-02 2.359252929687500000e+00 2.006607055664062500e+00 4.077148437500000000e-02 3.097451948944162314e+00 -1.643699455261230469e+01 -8.400178909301757812e+00 -6.705576896667480469e+00 1.963931083679199219e+01 2.392425537109375000e-01 1.965332031250000000e-01 -1.120452880859375000e-01 3.292665273284912097e-01 -5.620225143432617188e+01 2.296200752258300781e+01 2.094538879394531250e+01 6.422348785400390625e+01
5.664062500000000000e-02 2.229797363281250000e+00 1.918090820312500000e+00 3.768920898437500000e-03 2.941272323506926245e+00 -2.727981376647949219e+01 -2.009242630004882812e+01 -5.681587219238281250e+00 3.435366439819335938e+01 2.635192871093750000e-01 2.276000976562500000e-01 -1.278076171875000000e-01 3.709164409175121913e-01 -1.693156838417053223e+00 1.056974411010742188e+01 -1.634728813171386719e+01 1.954021835327148438e+01
6.054687500000000000e-02 2.110214233398437500e+00 1.829376220703125000e+00 -1.310729980468750000e-02 2.792810997726050015e+00 -3.062779617309570312e+01 -2.267833709716796875e+01 -2.967208385467529297e+00 3.822529602050781250e+01 2.712249755859375000e-01 2.424316406250000000e-01 -1.858520507812500000e-01 4.085059026958091088e-01 -1.195051383972167969e+01 3.286523818969726562e+01 -2.457507514953613281e+01 4.274193572998046875e+01
6.640625000000000000e-02 1.965988159179687500e+00 1.730392456054687500e+00 -2.508544921875000000e-02 2.619159554851177241e+00 -1.713836288452148438e+01 -1.177122211456298828e+01 -3.311834633350372314e-01 2.079410552978515625e+01 1.898193359375000000e-01 3.893585205078125000e-01 -1.824798583984375000e-01 4.700322717738644185e-01 -1.540389823913574219e+01 3.916649627685546875e+01 1.920726001262664795e-01 4.208718872070312500e+01
